Nombre,Habilidades,Resistencia vs Insecto,Resistencia vs Siniestro,Resistencia vs Dragón,Resistencia vs Electrico,Resistencia vs Hada,Resistencia vs Lucha,Resistencia vs Fuego,Resistencia vs Volador,Resistencia vs Fantasma,Resistencia vs Planta,Resistencia vs Tierra,Resistencia vs Hielo,Resistencia vs Normal,Resistencia vs Veneno,Resistencia vs Psiquico,Resistencia vs Roca,Resistencia vs Acero,Resistencia vs Agua,Ataque,total_estadisticas,ratio_captura,Defensa,altura,PS,id_pokemon,ataque_especial,defensa_especial,Velocidad,Tipo 1,Tipo 2,peso,generacion,es_legendario
Chandelure,"Flash Fire, Flame Body, Infiltrator",0.25,2.0,1.0,1.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,55,520,45.0,90,1.0,60,609,145,90,80,Fantasma,Fuego,34.3,5,0
Axew,"Rivalry, Mold Breaker, Unnerve",1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,87,320,75.0,60,0.6,46,610,30,40,57,Dragón,,18.0,5,0
Fraxure,"Rivalry, Mold Breaker, Unnerve",1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,117,410,60.0,70,1.0,66,611,40,50,67,Dragón,,36.0,5,0
Haxorus,"Rivalry, Mold Breaker, Unnerve",1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,147,540,45.0,90,1.8,76,612,60,70,97,Dragón,,105.5,5,0
Cubchoo,"Snow Cloak, Slush Rush, Rattled",1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,70,305,120.0,40,0.5,55,613,60,40,40,Hielo,,8.5,5,0
Beartic,"Snow Cloak, Slush Rush, Swift Swim",1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,130,505,60.0,80,2.6,95,614,70,80,50,Hielo,,260.0,5,0
Cryogonal,Levitación,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,50,515,25.0,50,1.1,80,615,95,135,105,Hielo,,148.0,5,0
Shelmet,"Hydration, Shell Armor, Overcoat",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,40,305,200.0,85,0.4,50,616,40,65,25,Bicho,,7.7,5,0
Accelgor,"Hydration, Sticky Hold, Unburden",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,70,495,75.0,40,0.8,80,617,100,60,145,Bicho,,25.3,5,0
Stunfisk,"Electricidad Estática, Flexibilidad, Velo Arena",1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5,1.0,2.0,2.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0,66,471,75.0,84,0.7,109,618,81,99,32,Tierra,Eléctrico,11.0,5,0
Mienfoo,"Inner Focus, Regenerator, Reckless",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,85,350,180.0,50,0.9,45,619,55,50,65,Lucha,,20.0,5,0
Mienshao,"Inner Focus, Regenerator, Reckless",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,125,510,45.0,60,1.4,65,620,95,60,105,Lucha,,35.5,5,0
Druddigon,"Rough Skin, Sheer Force, Mold Breaker",1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,120,485,45.0,90,1.6,77,621,60,90,48,Dragón,,139.0,5,0
Golett,"Iron Fist, Klutz, No Guard",0.5,2.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,0.25,1.0,0.5,1.0,2.0,74,303,190.0,50,1.0,59,622,35,50,35,Tierra,Fantasma,92.0,5,0
Golurk,"Iron Fist, Klutz, No Guard",0.5,2.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,0.25,1.0,0.5,1.0,2.0,124,483,90.0,80,2.8,89,623,55,80,55,Tierra,Fantasma,330.0,5,0
Pawniard,"Defiant, Inner Focus, Pressure",1.0,0.5,0.5,1.0,1.0,4.0,2.0,0.5,0.5,0.5,2.0,0.5,0.5,0.0,0.0,0.5,0.5,1.0,85,340,120.0,70,0.5,45,624,40,40,60,Siniestro,Acero,10.2,5,0
Bisharp,"Defiant, Inner Focus, Pressure",1.0,0.5,0.5,1.0,1.0,4.0,2.0,0.5,0.5,0.5,2.0,0.5,0.5,0.0,0.0,0.5,0.5,1.0,125,490,45.0,100,1.6,65,625,60,70,70,Siniestro,Acero,70.0,5,0
Bouffalant,"Reckless, Sap Sipper, Soundproof",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,110,490,45.0,95,1.6,95,626,40,95,55,Normal,,94.6,5,0
Rufflet,"Vista Lince, Sheer Force, Hustle",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,83,350,190.0,50,0.5,70,627,37,50,60,Normal,Volador,10.5,5,0
Braviary,"Vista Lince, Sheer Force, Defiant",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,123,510,60.0,75,1.5,100,628,57,75,80,Normal,Volador,41.0,5,0
Vullaby,"Sacapecho, Overcoat, Weak Armor",1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,55,370,190.0,75,0.5,70,629,45,65,60,Siniestro,Volador,9.0,5,0
Mandibuzz,"Sacapecho, Overcoat, Weak Armor",1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,65,510,60.0,105,1.2,110,630,55,95,80,Siniestro,Volador,39.5,5,0
Heatmor,"Gluttony, Flash Fire, White Smoke",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,97,484,90.0,66,1.4,85,631,105,66,65,Fuego,,58.0,5,0
Durant,"Enjambre, Hustle, Truant",0.5,1.0,0.5,1.0,0.5,1.0,4.0,1.0,1.0,0.25,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,109,484,90.0,112,0.3,58,632,48,48,109,Bicho,Acero,33.0,5,0
Deino,Hustle,2.0,0.5,2.0,0.5,4.0,2.0,0.5,1.0,0.5,0.5,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.5,65,300,45.0,50,0.8,52,633,45,50,38,Siniestro,Dragón,17.3,5,0
Zweilous,Hustle,2.0,0.5,2.0,0.5,4.0,2.0,0.5,1.0,0.5,0.5,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.5,85,420,45.0,70,1.4,72,634,65,70,58,Siniestro,Dragón,50.0,5,0
Hydreigon,Levitación,2.0,0.5,2.0,0.5,4.0,2.0,0.5,1.0,0.5,0.5,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.5,105,600,45.0,90,1.8,92,635,125,90,98,Siniestro,Dragón,160.0,5,0
Larvesta,"Flame Body, Enjambre",0.5,1.0,1.0,1.0,0.5,0.5,1.0,2.0,1.0,0.25,1.0,0.5,1.0,1.0,1.0,4.0,0.5,2.0,85,360,45.0,55,1.1,55,636,50,55,60,Bicho,Fuego,28.8,5,0
Volcarona,"Flame Body, Enjambre",0.5,1.0,1.0,1.0,0.5,0.5,1.0,2.0,1.0,0.25,1.0,0.5,1.0,1.0,1.0,4.0,0.5,2.0,60,550,15.0,65,1.6,85,637,135,105,100,Bicho,Fuego,46.0,5,0
Cobalion,Justified,0.25,0.5,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,2.0,0.5,0.5,0.0,1.0,0.25,0.5,1.0,90,580,3.0,129,2.1,91,638,90,72,108,Acero,Lucha,250.0,5,1
Terrakion,Justified,0.5,0.5,1.0,1.0,2.0,2.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,0.5,2.0,2.0,129,580,3.0,90,1.9,91,639,72,90,108,Roca,Lucha,260.0,5,1
Virizion,Justified,1.0,0.5,1.0,0.5,2.0,1.0,2.0,4.0,1.0,0.5,0.5,2.0,1.0,2.0,2.0,0.5,1.0,0.5,90,580,3.0,72,2.0,91,640,90,129,108,Planta,Lucha,200.0,5,1
Tornadus,"Prankster, Defiant, Regenerator",0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,100,580,3.0,80,1.5,79,641,110,90,121,Volador,,63.0,5,1
Thundurus,"Prankster, Defiant, Volt Absorb",0.5,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0,105,580,3.0,70,1.5,79,642,145,80,101,Eléctrico,Volador,61.0,5,1
Reshiram,Turboblaze,0.5,1.0,2.0,0.5,1.0,1.0,0.25,1.0,1.0,0.25,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,120,680,3.0,100,3.2,100,643,150,120,90,Dragón,Fuego,330.0,5,1
Zekrom,Teravolt,1.0,1.0,2.0,0.25,2.0,1.0,0.5,0.5,1.0,0.5,2.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,150,680,3.0,120,2.9,100,644,120,100,90,Dragón,Eléctrico,345.0,5,1
Landorus,"Sand Force, Sheer Force, Intimidación",0.5,1.0,1.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,4.0,1.0,0.5,1.0,1.0,1.0,2.0,145,600,3.0,90,1.5,89,645,105,80,91,Tierra,Volador,68.0,5,1
Kyurem,"Pressure, Teravolt, Turboblaze",1.0,1.0,2.0,0.5,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,120,700,3.0,90,3.0,125,646,170,100,95,Dragón,Hielo,325.0,5,1
Keldeo,Justified,0.5,0.5,1.0,2.0,2.0,1.0,0.5,2.0,1.0,2.0,1.0,0.5,1.0,1.0,2.0,0.5,0.5,0.5,72,580,3.0,90,1.4,91,647,129,90,108,Agua,Lucha,48.5,5,1
Meloetta,Serene Grace,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,128,600,3.0,90,0.6,100,648,77,77,128,Normal,Psíquico,6.5,5,1
Genesect,Download,0.5,1.0,0.5,1.0,0.5,1.0,4.0,1.0,1.0,0.25,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,120,600,3.0,95,1.5,71,649,120,95,99,Bicho,Acero,82.5,5,1
Chespin,"Espesura, Bulletproof",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,61,313,45.0,65,0.4,56,650,48,45,38,Planta,,9.0,6,0
Quilladin,"Espesura, Bulletproof",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,78,405,45.0,95,0.7,61,651,56,58,57,Planta,,29.0,6,0
Chesnaught,"Espesura, Bulletproof",1.0,0.5,1.0,0.5,2.0,1.0,2.0,4.0,1.0,0.5,0.5,2.0,1.0,2.0,2.0,0.5,1.0,0.5,107,530,45.0,122,1.6,88,652,74,75,64,Planta,Lucha,90.0,6,0
Fennekin,"Mar Llamas, Magician",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,45,307,45.0,40,0.4,40,653,62,60,60,Fuego,,9.4,6,0
Braixen,"Mar Llamas, Magician",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,59,409,45.0,58,1.0,59,654,90,70,73,Fuego,,14.5,6,0
Delphox,"Mar Llamas, Magician",1.0,2.0,1.0,1.0,0.5,0.5,0.5,1.0,2.0,0.5,2.0,0.5,1.0,1.0,0.5,2.0,0.5,2.0,69,534,45.0,72,1.5,75,655,114,100,104,Fuego,Psíquico,39.0,6,0
Froakie,"Torrente, Protean",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,56,314,45.0,40,0.3,41,656,62,44,71,Agua,,7.0,6,0
Frogadier,"Torrente, Protean",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,63,405,45.0,52,0.6,54,657,83,56,97,Agua,,10.9,6,0
Greninja,"Torrente, Protean, Battle Bond",2.0,0.5,1.0,2.0,2.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5,145,640,45.0,67,1.5,72,658,153,71,132,Agua,Siniestro,40.0,6,0
Bunnelby,"Pickup, Cheek Pouch, Huge Power",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36,237,255.0,38,0.4,38,659,32,36,57,Normal,,5.0,6,0
Diggersby,"Pickup, Cheek Pouch, Huge Power",1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,56,423,127.0,77,1.0,85,660,50,77,78,Normal,Tierra,42.4,6,0
Fletchling,"Sacapecho, Gale Wings",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,50,278,255.0,43,0.3,45,661,40,38,62,Normal,Volador,1.7,6,0
Fletchinder,"Flame Body, Gale Wings",0.25,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,4.0,0.5,2.0,73,382,120.0,55,0.7,62,662,56,52,84,Fuego,Volador,16.0,6,0
Talonflame,"Flame Body, Gale Wings",0.25,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,4.0,0.5,2.0,81,499,45.0,71,1.2,78,663,74,69,126,Fuego,Volador,24.5,6,0
Scatterbug,"Polvo Escudo, Ojo Compuesto, Friend Guard",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,35,200,255.0,40,0.3,38,664,27,25,35,Bicho,,2.5,6,0
Spewpa,"Mudar, Friend Guard",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,22,213,120.0,60,0.3,45,665,27,30,29,Bicho,,8.4,6,0
Vivillon,"Polvo Escudo, Ojo Compuesto, Friend Guard",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,52,411,45.0,50,1.2,80,666,90,50,89,Bicho,Volador,17.0,6,0
Litleo,"Rivalry, Unnerve, Moxie",0.5,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,50,369,220.0,58,0.6,62,667,73,54,72,Fuego,Normal,13.5,6,0
Pyroar,"Rivalry, Unnerve, Moxie",0.5,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,68,507,65.0,72,1.5,86,668,109,66,106,Fuego,Normal,81.5,6,0
Flabébé,"Flower Veil, Symbiosis",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,38,303,225.0,39,0.1,44,669,61,79,42,Hada,,0.1,6,0
Floette,"Flower Veil, Symbiosis",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,65,551,120.0,67,0.2,74,670,125,128,92,Hada,,0.9,6,0
Florges,"Flower Veil, Symbiosis",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,65,552,45.0,68,1.1,78,671,112,154,75,Hada,,10.0,6,0
Skiddo,"Sap Sipper, Grass Pelt",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,65,350,200.0,48,0.9,66,672,62,57,52,Planta,,31.0,6,0
Gogoat,"Sap Sipper, Grass Pelt",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,100,531,45.0,62,1.7,123,673,97,81,68,Planta,,91.0,6,0
Pancham,"Iron Fist, Mold Breaker, Scrappy",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,82,348,220.0,62,0.6,67,674,46,48,43,Lucha,,8.0,6,0
Pangoro,"Iron Fist, Mold Breaker, Scrappy",1.0,0.25,1.0,1.0,4.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,124,495,65.0,78,2.1,95,675,69,71,58,Lucha,Siniestro,136.0,6,0
Furfrou,Fur Coat,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,80,472,160.0,60,1.2,75,676,65,90,102,Normal,,28.0,6,0
Espurr,"Vista Lince, Infiltrator, Own Tempo",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,48,355,190.0,54,0.3,62,677,63,60,68,Psíquico,,3.5,6,0
Meowstic,"Vista Lince, Infiltrator, Prankster, Competitive",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,48,466,75.0,76,0.6,74,678,83,81,104,Psíquico,,8.5,6,0
Honedge,No Guard,0.25,2.0,0.5,1.0,0.5,0.0,2.0,0.5,2.0,0.5,2.0,0.5,0.0,0.0,0.5,0.5,0.5,1.0,80,325,180.0,100,0.8,45,679,35,37,28,Acero,Fantasma,2.0,6,0
Doublade,No Guard,0.25,2.0,0.5,1.0,0.5,0.0,2.0,0.5,2.0,0.5,2.0,0.5,0.0,0.0,0.5,0.5,0.5,1.0,110,448,90.0,150,0.8,59,680,45,49,35,Acero,Fantasma,4.5,6,0
Aegislash,Stance Change,0.25,2.0,0.5,1.0,0.5,0.0,2.0,0.5,2.0,0.5,2.0,0.5,0.0,0.0,0.5,0.5,0.5,1.0,150,520,45.0,50,1.7,60,681,150,50,60,Acero,Fantasma,53.0,6,0
Spritzee,"Healer, Aroma Veil",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,52,341,200.0,60,0.2,78,682,63,65,23,Hada,,0.5,6,0
Aromatisse,"Healer, Aroma Veil",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,72,462,140.0,72,0.8,101,683,99,89,29,Hada,,15.5,6,0
Swirlix,"Sweet Veil, Unburden",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,48,341,200.0,66,0.4,62,684,59,57,49,Hada,,3.5,6,0
Slurpuff,"Sweet Veil, Unburden",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,80,480,140.0,86,0.8,82,685,85,75,72,Hada,,5.0,6,0
Inkay,"Contrary, Suction Cups, Infiltrator",4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,54,288,190.0,53,0.4,53,686,37,46,45,Siniestro,Psíquico,3.5,6,0
Malamar,"Contrary, Suction Cups, Infiltrator",4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,92,482,80.0,88,1.5,86,687,68,75,73,Siniestro,Psíquico,47.0,6,0
Binacle,"Tough Claws, Francotirador, Pickpocket",1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,52,306,120.0,67,0.5,42,688,39,56,50,Roca,Agua,31.0,6,0
Barbaracle,"Tough Claws, Francotirador, Pickpocket",1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,105,500,45.0,115,1.3,72,689,54,86,68,Roca,Agua,96.0,6,0
Skrelp,"Poison Point, Poison Touch, Adaptability",0.5,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,0.5,60,320,225.0,60,0.5,50,690,60,60,30,Veneno,Agua,7.3,6,0
Dragalge,"Poison Point, Poison Touch, Adaptability",0.5,1.0,2.0,0.5,1.0,0.5,0.5,1.0,1.0,0.25,2.0,2.0,1.0,0.5,2.0,1.0,1.0,0.5,75,494,55.0,90,1.8,65,691,97,123,44,Veneno,Dragón,81.5,6,0
Clauncher,Mega Launcher,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,53,330,225.0,62,0.5,50,692,58,63,44,Agua,,8.3,6,0
Clawitzer,Mega Launcher,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,73,500,55.0,88,1.3,71,693,120,89,59,Agua,,35.3,6,0
Helioptile,"Dry Skin, Velo Arena, Solar Power",1.0,1.0,1.0,0.5,1.0,2.0,1.0,0.5,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,38,289,190.0,33,0.5,44,694,61,43,70,Eléctrico,Normal,6.0,6,0
Heliolisk,"Dry Skin, Velo Arena, Solar Power",1.0,1.0,1.0,0.5,1.0,2.0,1.0,0.5,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,55,481,75.0,52,1.0,62,695,109,94,109,Eléctrico,Normal,21.0,6,0
Tyrunt,"Strong Jaw, Robustez",1.0,1.0,2.0,0.5,2.0,2.0,0.25,0.5,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,2.0,1.0,89,362,45.0,77,0.8,58,696,45,45,48,Roca,Dragón,26.0,6,0
Tyrantrum,"Strong Jaw, Rock Head",1.0,1.0,2.0,0.5,2.0,2.0,0.25,0.5,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,2.0,1.0,121,521,45.0,119,2.5,82,697,69,59,71,Roca,Dragón,270.0,6,0
Amaura,"Refrigerate, Snow Warning",1.0,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,2.0,2.0,0.5,0.5,0.5,1.0,2.0,4.0,2.0,59,362,45.0,50,1.3,77,698,67,63,46,Roca,Hielo,25.2,6,0
Aurorus,"Refrigerate, Snow Warning",1.0,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,2.0,2.0,0.5,0.5,0.5,1.0,2.0,4.0,2.0,77,521,45.0,72,2.7,123,699,99,92,58,Roca,Hielo,225.0,6,0
Sylveon,"Cute Charm, Pixilate",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,65,525,45.0,65,1.0,95,700,110,130,60,Hada,,23.5,6,0
Hawlucha,"Flexibilidad, Unburden, Mold Breaker",0.25,0.5,1.0,2.0,2.0,0.5,1.0,2.0,1.0,0.5,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,92,500,100.0,75,0.8,78,701,74,63,118,Lucha,Volador,21.5,6,0
Dedenne,"Cheek Pouch, Pickup, Plus",0.5,0.5,0.0,0.5,1.0,0.5,1.0,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,58,431,180.0,57,0.2,67,702,81,67,101,Eléctrico,Hada,2.2,6,0
Carbink,"Clear Body, Robustez",0.5,0.5,0.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,4.0,2.0,50,500,60.0,150,0.3,50,703,50,150,50,Roca,Hada,5.7,6,0
Goomy,"Sap Sipper, Hydration, Gooey",1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,50,300,45.0,35,0.3,45,704,55,75,40,Dragón,,2.8,6,0
Sliggoo,"Sap Sipper, Hydration, Gooey",1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,75,452,45.0,53,0.8,68,705,83,113,60,Dragón,,17.5,6,0
Goodra,"Sap Sipper, Hydration, Gooey",1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,100,600,45.0,70,2.0,90,706,110,150,80,Dragón,,150.5,6,0
Klefki,"Prankster, Magician",0.25,0.5,0.0,1.0,0.5,1.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,1.0,1.0,80,470,75.0,91,0.2,57,707,80,87,75,Acero,Hada,3.0,6,0
Phantump,"Cura Natural, Frisk, Harvest",1.0,2.0,1.0,0.5,1.0,0.0,2.0,2.0,2.0,0.5,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.5,70,309,120.0,48,0.4,43,708,50,60,38,Fantasma,Planta,7.0,6,0
Trevenant,"Cura Natural, Frisk, Harvest",1.0,2.0,1.0,0.5,1.0,0.0,2.0,2.0,2.0,0.5,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.5,110,474,60.0,76,1.5,85,709,65,82,56,Fantasma,Planta,71.0,6,0
Pumpkaboo,"Pickup, Frisk, Insomnio",1.0,2.0,1.0,0.5,1.0,0.0,2.0,2.0,2.0,0.5,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.5,66,335,120.0,70,0.8,59,710,44,55,41,Fantasma,Planta,15.0,6,0
