Nombre,Habilidades,Resistencia vs Insecto,Resistencia vs Siniestro,Resistencia vs Dragón,Resistencia vs Electrico,Resistencia vs Hada,Resistencia vs Lucha,Resistencia vs Fuego,Resistencia vs Volador,Resistencia vs Fantasma,Resistencia vs Planta,Resistencia vs Tierra,Resistencia vs Hielo,Resistencia vs Normal,Resistencia vs Veneno,Resistencia vs Psiquico,Resistencia vs Roca,Resistencia vs Acero,Resistencia vs Agua,Ataque,Pasos Eclosión,Felicidad Base,Total Estadísticas,Ratio de Captura,Categoría,Defensa,Crecimiento Experiencia,Altura (m),PS,Porcentaje Macho,Número Pokedex,Ataque Especial,Defensa Especial,Velocidad,Tipo 1,Tipo 2,Peso (kg),Generación,Es Legendario
Leavanny,"Enjambre, Clorofila, Overcoat",2.0,1.0,1.0,0.5,1.0,0.5,4.0,4.0,1.0,0.25,0.25,2.0,1.0,2.0,1.0,2.0,1.0,0.5,103,3840,70,500,45,Nurturing,80,1059860,1.2,75,50.0,542,70,80,92,Bicho,Planta,20.5,5,0
Venipede,"Poison Point, Enjambre, Speed Boost",0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0,45,3840,70,260,255,Centipede,59,1059860,0.4,30,50.0,543,30,39,57,Bicho,Veneno,5.3,5,0
Whirlipede,"Poison Point, Enjambre, Speed Boost",0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0,55,3840,70,360,120,Curlipede,99,1059860,1.2,40,50.0,544,40,79,47,Bicho,Veneno,58.5,5,0
Scolipede,"Poison Point, Enjambre, Speed Boost",0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0,100,5120,70,485,45,Megapede,89,1059860,2.5,60,50.0,545,55,69,112,Bicho,Veneno,200.5,5,0
Cottonee,"Prankster, Infiltrator, Clorofila",1.0,0.5,0.0,0.5,1.0,0.5,2.0,2.0,1.0,0.5,0.5,2.0,1.0,4.0,1.0,1.0,2.0,0.5,27,5120,70,280,190,Cotton Puff,60,1000000,0.3,40,50.0,546,37,50,66,Planta,Hada,0.6,5,0
Whimsicott,"Prankster, Infiltrator, Clorofila",1.0,0.5,0.0,0.5,1.0,0.5,2.0,2.0,1.0,0.5,0.5,2.0,1.0,4.0,1.0,1.0,2.0,0.5,67,5120,70,480,75,Windveiled,85,1000000,0.7,60,50.0,547,77,75,116,Planta,Hada,6.6,5,0
Petilil,"Clorofila, Ritmo Propio, Leaf Guard",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,35,5120,70,280,190,Bulb,50,1000000,0.5,45,0.0,548,70,50,30,Planta,,6.6,5,0
Lilligant,"Clorofila, Ritmo Propio, Leaf Guard",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,60,5120,70,480,75,Flowering,75,1000000,1.1,70,0.0,549,110,75,90,Planta,,16.3,5,0
Basculin,"Reckless, Rock Head, Adaptability, Mold Breaker",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,92,10240,70,460,25,Hostile,65,1000000,1.0,70,50.0,550,80,55,98,Agua,,18.0,5,0
Sandile,"Intimidación, Moxie, Anger Point",2.0,0.5,1.0,0.0,2.0,2.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,2.0,72,5120,70,292,180,Desert Croc,35,1059860,0.7,50,50.0,551,35,35,65,Tierra,Siniestro,15.2,5,0
Krokorok,"Intimidación, Moxie, Anger Point",2.0,0.5,1.0,0.0,2.0,2.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,2.0,82,5120,70,351,90,Desert Croc,45,1059860,1.0,60,50.0,552,45,45,74,Tierra,Siniestro,33.4,5,0
Krookodile,"Intimidación, Moxie, Anger Point",2.0,0.5,1.0,0.0,2.0,2.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,2.0,117,5120,70,519,45,Intimidation,80,1059860,1.5,95,50.0,553,65,70,92,Tierra,Siniestro,96.3,5,0
Darumaka,"Hustle, Foco Interno",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,90,5120,70,315,120,Zen Charm,45,1059860,0.6,70,50.0,554,15,45,50,Fuego,,37.5,5,0
Darmanitan,"Sheer Force, Zen Mode",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,30,5120,70,540,60,Blazing,105,1059860,1.3,105,50.0,555,140,105,55,Fuego,Fuego,92.9,5,0
Maractus,"Water Absorb, Clorofila, Storm Drain",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,86,5120,70,461,255,Cactus,67,1000000,1.0,75,50.0,556,106,67,60,Planta,,28.0,5,0
Dwebble,"Firmeza, Shell Armor, Weak Armor",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0,65,5120,70,325,190,Rock Inn,85,1000000,0.3,50,50.0,557,35,35,55,Bicho,Roca,14.5,5,0
Crustle,"Firmeza, Shell Armor, Weak Armor",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0,105,5120,70,485,75,Stone Home,125,1000000,1.4,70,50.0,558,65,75,45,Bicho,Roca,200.0,5,0
Scraggy,"Mudar, Moxie, Intimidación",1.0,0.25,1.0,1.0,4.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,75,3840,35,348,180,Shedding,70,1000000,0.6,50,50.0,559,35,70,48,Siniestro,Lucha,11.8,5,0
Scrafty,"Mudar, Moxie, Intimidación",1.0,0.25,1.0,1.0,4.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,90,3840,70,488,90,Hoodlum,115,1000000,1.1,65,50.0,560,45,115,58,Siniestro,Lucha,30.0,5,0
Sigilyph,"Wonder Skin , Magic Guard, Tinted Lens",1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,58,5120,70,490,45,Avianoid,80,1000000,1.4,72,50.0,561,103,80,97,Psíquico,Volador,14.0,5,0
Yamask,Mummy,0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,30,6400,70,303,190,Spirit,85,1000000,0.5,38,50.0,562,55,65,30,Fantasma,,1.5,5,0
Cofagrigus,Mummy,0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,50,6400,70,483,90,Coffin,145,1000000,1.7,58,50.0,563,95,105,30,Fantasma,,76.5,5,0
Tirtouga,"Solid Rock, Firmeza, Swift Swim",1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,78,7680,70,355,45,Prototurtle,103,1000000,0.7,54,88.1,564,53,45,22,Agua,Roca,16.5,5,0
Carracosta,"Solid Rock, Firmeza, Swift Swim",1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,108,7680,70,495,45,Prototurtle,133,1000000,1.2,74,88.1,565,83,65,32,Agua,Roca,81.0,5,0
Archen,Defeatist,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,2.0,2.0,2.0,112,7680,70,401,45,First Bird,45,1000000,0.5,55,88.1,566,74,45,70,Roca,Volador,9.5,5,0
Archeops,Defeatist,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,2.0,2.0,2.0,140,7680,70,567,45,First Bird,65,1000000,1.4,75,88.1,567,112,65,110,Roca,Volador,32.0,5,0
Trubbish,"Stench, Sticky Hold, Aftermath",0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,50,5120,70,329,190,Trash Bag,62,1000000,0.6,50,50.0,568,40,62,65,Veneno,,31.0,5,0
Garbodor,"Stench, Weak Armor, Aftermath",0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,95,5120,70,474,60,Trash Heap,82,1000000,1.9,80,50.0,569,60,82,75,Veneno,,107.3,5,0
Zorua,Illusion,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,65,6400,70,330,75,Tricky Fox,40,1059860,0.7,40,88.1,570,80,40,65,Siniestro,,12.5,5,0
Zoroark,Illusion,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,105,5120,70,510,45,Illusion Fox,60,1059860,1.6,60,88.1,571,120,60,105,Siniestro,,81.1,5,0
Minccino,"Cute Charm, Technician, Skill Link",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,50,3840,70,300,255,Chinchilla,40,800000,0.4,55,24.6,572,40,40,75,Normal,,5.8,5,0
Cinccino,"Cute Charm, Technician, Skill Link",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,95,3840,70,470,60,Scarf,60,800000,0.5,75,24.6,573,65,60,115,Normal,,7.5,5,0
Gothita,"Frisk, Competitive, Shadow Tag",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,30,5120,70,290,200,Fixation,50,1059860,0.4,45,24.6,574,55,65,45,Psíquico,,5.8,5,0
Gothorita,"Frisk, Competitive, Shadow Tag",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,45,5120,70,390,100,Manipulate,70,1059860,0.7,60,24.6,575,75,85,55,Psíquico,,18.0,5,0
Gothitelle,"Frisk, Competitive, Shadow Tag",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,55,5120,70,490,50,Astral Body,95,1059860,1.5,70,24.6,576,95,110,65,Psíquico,,44.0,5,0
Solosis,"Overcoat, Magic Guard, Regenerator",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,30,5120,70,290,200,Cell,40,1059860,0.3,45,50.0,577,105,50,20,Psíquico,,1.0,5,0
Duosion,"Overcoat, Magic Guard, Regenerator",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,40,5120,70,370,100,Mitosis,50,1059860,0.6,65,50.0,578,125,60,30,Psíquico,,8.0,5,0
Reuniclus,"Overcoat, Magic Guard, Regenerator",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,65,5120,70,490,50,Multiplying,75,1059860,1.0,110,50.0,579,125,85,30,Psíquico,,20.1,5,0
Ducklett,"Vista Lince, Big Pecks, Hydration",0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,44,5120,70,305,190,Water Bird,50,1000000,0.5,62,50.0,580,44,50,55,Agua,Volador,5.5,5,0
Swanna,"Vista Lince, Big Pecks, Hydration",0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,87,5120,70,473,45,White Bird,63,1000000,1.3,75,50.0,581,87,63,98,Agua,Volador,24.2,5,0
Vanillite,"Ice Body, Snow Cloak, Weak Armor",1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,50,5120,70,305,255,Fresh Snow,50,1250000,0.4,36,50.0,582,65,60,44,Hielo,,5.7,5,0
Vanillish,"Ice Body, Snow Cloak, Weak Armor",1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,65,5120,70,395,120,Icy Snow,65,1250000,1.1,51,50.0,583,80,75,59,Hielo,,41.0,5,0
Vanilluxe,"Ice Body, Snow Warning, Weak Armor",1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,95,5120,70,535,45,Snowstorm,85,1250000,1.3,71,50.0,584,110,95,79,Hielo,,57.5,5,0
Deerling,"Clorofila, Sap Sipper, Serene Grace",2.0,1.0,1.0,0.5,1.0,2.0,2.0,2.0,0.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,60,5120,70,335,190,Season,50,1000000,0.6,60,50.0,585,40,50,75,Normal,Planta,19.5,5,0
Sawsbuck,"Clorofila, Sap Sipper, Serene Grace",2.0,1.0,1.0,0.5,1.0,2.0,2.0,2.0,0.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,100,5120,70,475,75,Season,70,1000000,1.9,80,50.0,586,60,70,95,Normal,Planta,92.5,5,0
Emolga,"Electricidad Estática, Motor Drive",0.5,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0,75,5120,70,428,200,Sky Squirrel,60,1000000,0.4,55,50.0,587,75,60,103,Eléctrico,Volador,5.0,5,0
Karrablast,"Enjambre, Mudar, No Guard",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,75,3840,70,315,200,Clamping,45,1000000,0.5,50,50.0,588,40,45,60,Bicho,,5.9,5,0
Escavalier,"Enjambre, Shell Armor, Overcoat",0.5,1.0,0.5,1.0,0.5,1.0,4.0,1.0,1.0,0.25,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,135,3840,70,495,75,Cavalry,105,1000000,1.0,70,50.0,589,60,105,20,Bicho,Acero,33.0,5,0
Foongus,"Effect Spore, Regenerator",1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,55,5120,70,294,190,Hongo,45,1000000,0.2,69,50.0,590,55,55,15,Planta,Veneno,1.0,5,0
Amoonguss,"Effect Spore, Regenerator",1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,85,5120,70,464,75,Hongo,70,1000000,0.6,114,50.0,591,85,80,30,Planta,Veneno,10.5,5,0
Frillish,"Water Absorb, Cursed Body, Damp",0.5,2.0,1.0,2.0,1.0,0.0,0.5,1.0,2.0,2.0,1.0,0.5,0.0,0.5,1.0,1.0,0.5,0.5,40,5120,70,335,190,Floating,50,1000000,1.2,55,50.0,592,65,85,40,Agua,Fantasma,33.0,5,0
Jellicent,"Water Absorb, Cursed Body, Damp",0.5,2.0,1.0,2.0,1.0,0.0,0.5,1.0,2.0,2.0,1.0,0.5,0.0,0.5,1.0,1.0,0.5,0.5,60,5120,70,480,60,Floating,70,1000000,2.2,100,50.0,593,85,105,60,Agua,Fantasma,135.0,5,0
Alomomola,"Healer, Hydration, Regenerator",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,75,10240,70,470,75,Caring,80,800000,1.2,165,50.0,594,40,45,65,Agua,,31.6,5,0
Joltik,"Ojo Compuesto, Unnerve, Enjambre",1.0,1.0,1.0,0.5,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,47,5120,70,319,190,Attaching,50,1000000,0.1,50,50.0,595,57,50,65,Bicho,Eléctrico,0.6,5,0
Galvantula,"Ojo Compuesto, Unnerve, Enjambre",1.0,1.0,1.0,0.5,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,77,5120,70,472,75,Elespider,60,1000000,0.8,70,50.0,596,97,60,108,Bicho,Eléctrico,14.3,5,0
Ferroseed,Iron Barbs,1.0,1.0,0.5,0.5,0.5,2.0,4.0,1.0,1.0,0.25,1.0,1.0,0.5,0.0,0.5,0.5,0.5,0.5,50,5120,70,305,255,Thorn Seed,91,1000000,0.6,44,50.0,597,24,86,10,Planta,Acero,18.8,5,0
Ferrothorn,"Iron Barbs, Anticipation",1.0,1.0,0.5,0.5,0.5,2.0,4.0,1.0,1.0,0.25,1.0,1.0,0.5,0.0,0.5,0.5,0.5,0.5,94,5120,70,489,90,Thorn Pod,131,1000000,1.0,74,50.0,598,54,116,20,Planta,Acero,110.0,5,0
Klink,"Plus, Minus, Clear Body",0.5,1.0,0.5,1.0,0.5,2.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0,55,5120,70,300,130,Gear,70,1059860,0.3,40,,599,45,60,30,Acero,,21.0,5,0
Klang,"Plus, Minus, Clear Body",0.5,1.0,0.5,1.0,0.5,2.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0,80,5120,70,440,60,Gear,95,1059860,0.6,60,,600,70,85,50,Acero,,51.0,5,0
Klinklang,"Plus, Minus, Clear Body",0.5,1.0,0.5,1.0,0.5,2.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0,100,5120,70,520,30,Gear,115,1059860,0.6,60,,601,70,85,90,Acero,,81.0,5,0
Tynamo,Levitación,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,55,5120,70,275,190,Elefish,40,1250000,0.2,35,50.0,602,45,40,60,Eléctrico,,0.3,5,0
Eelektrik,Levitación,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,85,5120,70,405,60,Elefish,70,1250000,1.2,65,50.0,603,75,70,40,Eléctrico,,22.0,5,0
Eelektross,Levitación,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,115,5120,70,515,30,Elefish,80,1250000,2.1,85,50.0,604,105,80,50,Eléctrico,,80.5,5,0
Elgyem,"Telepathy, Sincronía, Analytic",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,55,5120,70,335,255,Cerebral,55,1000000,0.5,55,50.0,605,85,55,30,Psíquico,,9.0,5,0
Beheeyem,"Telepathy, Sincronía, Analytic",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,75,5120,70,485,90,Cerebral,75,1000000,1.0,75,50.0,606,125,95,40,Psíquico,,34.5,5,0
Litwick,"Flash Fire, Flame Body, Infiltrator",0.25,2.0,1.0,1.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,30,5120,70,275,190,Candle,55,1059860,0.3,50,50.0,607,65,55,20,Fantasma,Fuego,3.1,5,0
Lampent,"Flash Fire, Flame Body, Infiltrator",0.25,2.0,1.0,1.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,40,5120,70,370,90,Lamp,60,1059860,0.6,60,50.0,608,95,60,55,Fantasma,Fuego,13.0,5,0
Chandelure,"Flash Fire, Flame Body, Infiltrator",0.25,2.0,1.0,1.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,55,5120,70,520,45,Luring,90,1059860,1.0,60,50.0,609,145,90,80,Fantasma,Fuego,34.3,5,0
Axew,"Rivalry, Mold Breaker, Unnerve",1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,87,10240,35,320,75,Tusk,60,1250000,0.6,46,50.0,610,30,40,57,Dragón,,18.0,5,0
Fraxure,"Rivalry, Mold Breaker, Unnerve",1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,117,10240,35,410,60,Axe Jaw,70,1250000,1.0,66,50.0,611,40,50,67,Dragón,,36.0,5,0
Haxorus,"Rivalry, Mold Breaker, Unnerve",1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,147,10240,35,540,45,Axe Jaw,90,1250000,1.8,76,50.0,612,60,70,97,Dragón,,105.5,5,0
Cubchoo,"Snow Cloak, Slush Rush, Rattled",1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,70,5120,70,305,120,Chill,40,1000000,0.5,55,50.0,613,60,40,40,Hielo,,8.5,5,0
Beartic,"Snow Cloak, Slush Rush, Swift Swim",1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,130,5120,70,505,60,Freezing,80,1000000,2.6,95,50.0,614,70,80,50,Hielo,,260.0,5,0
Cryogonal,Levitación,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,50,6400,70,515,25,Crystallizing,50,1000000,1.1,80,,615,95,135,105,Hielo,,148.0,5,0
Shelmet,"Hydration, Shell Armor, Overcoat",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,40,3840,70,305,200,Snail,85,1000000,0.4,50,50.0,616,40,65,25,Bicho,,7.7,5,0
Accelgor,"Hydration, Sticky Hold, Unburden",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,70,3840,70,495,75,Shell Out,40,1000000,0.8,80,50.0,617,100,60,145,Bicho,,25.3,5,0
Stunfisk,"Electricidad Estática, Flexibilidad, Sand Veil",1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5,1.0,2.0,2.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0,66,5120,70,471,75,Trap,84,1000000,0.7,109,50.0,618,81,99,32,Tierra,Eléctrico,11.0,5,0
Mienfoo,"Foco Interno, Regenerator, Reckless",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,85,6400,70,350,180,Martial Arts,50,1059860,0.9,45,50.0,619,55,50,65,Lucha,,20.0,5,0
Mienshao,"Foco Interno, Regenerator, Reckless",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,125,6400,70,510,45,Martial Arts,60,1059860,1.4,65,50.0,620,95,60,105,Lucha,,35.5,5,0
Druddigon,"Rough Skin, Sheer Force, Mold Breaker",1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,120,7680,70,485,45,Cave,90,1000000,1.6,77,50.0,621,60,90,48,Dragón,,139.0,5,0
Golett,"Iron Fist, Klutz, No Guard",0.5,2.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,0.25,1.0,0.5,1.0,2.0,74,6400,70,303,190,Automaton,50,1000000,1.0,59,,622,35,50,35,Tierra,Fantasma,92.0,5,0
Golurk,"Iron Fist, Klutz, No Guard",0.5,2.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,0.25,1.0,0.5,1.0,2.0,124,6400,70,483,90,Automaton,80,1000000,2.8,89,,623,55,80,55,Tierra,Fantasma,330.0,5,0
Pawniard,"Defiant, Foco Interno, Presión",1.0,0.5,0.5,1.0,1.0,4.0,2.0,0.5,0.5,0.5,2.0,0.5,0.5,0.0,0.0,0.5,0.5,1.0,85,5120,35,340,120,Sharp Blade,70,1000000,0.5,45,50.0,624,40,40,60,Siniestro,Acero,10.2,5,0
Bisharp,"Defiant, Foco Interno, Presión",1.0,0.5,0.5,1.0,1.0,4.0,2.0,0.5,0.5,0.5,2.0,0.5,0.5,0.0,0.0,0.5,0.5,1.0,125,5120,35,490,45,Sword Blade,100,1000000,1.6,65,50.0,625,60,70,70,Siniestro,Acero,70.0,5,0
Bouffalant,"Reckless, Sap Sipper, Soundproof",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,110,5120,70,490,45,Bash Buffalo,95,1000000,1.6,95,50.0,626,40,95,55,Normal,,94.6,5,0
Rufflet,"Vista Lince, Sheer Force, Hustle",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,83,5120,70,350,190,Eaglet,50,1250000,0.5,70,100.0,627,37,50,60,Normal,Volador,10.5,5,0
Braviary,"Vista Lince, Sheer Force, Defiant",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,123,5120,70,510,60,Valiant,75,1250000,1.5,100,100.0,628,57,75,80,Normal,Volador,41.0,5,0
Vullaby,"Big Pecks, Overcoat, Weak Armor",1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,55,5120,35,370,190,Diapered,75,1250000,0.5,70,0.0,629,45,65,60,Siniestro,Volador,9.0,5,0
Mandibuzz,"Big Pecks, Overcoat, Weak Armor",1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,65,5120,35,510,60,Bone Vulture,105,1250000,1.2,110,0.0,630,55,95,80,Siniestro,Volador,39.5,5,0
